sample_id,breed_id,species_id,source_split,split
Russian_Blue_156,27,0,trainval,train
Russian_Blue_157,27,0,trainval,train
Russian_Blue_158,27,0,trainval,train
Russian_Blue_159,27,0,trainval,train
Russian_Blue_16,27,0,trainval,train
Russian_Blue_160,27,0,trainval,train
Russian_Blue_161,27,0,trainval,train
Russian_Blue_162,27,0,trainval,train
Russian_Blue_164,27,0,trainval,train
Russian_Blue_165,27,0,trainval,train
Russian_Blue_166,27,0,trainval,train
Russian_Blue_168,27,0,trainval,train
Russian_Blue_170,27,0,trainval,train
Russian_Blue_171,27,0,trainval,train
Russian_Blue_172,27,0,trainval,train
Russian_Blue_173,27,0,trainval,train
Russian_Blue_174,27,0,trainval,train
Russian_Blue_175,27,0,trainval,train
Russian_Blue_176,27,0,trainval,train
Russian_Blue_179,27,0,trainval,train
Russian_Blue_18,27,0,trainval,train
Russian_Blue_180,27,0,trainval,train
Russian_Blue_181,27,0,trainval,train
Russian_Blue_183,27,0,trainval,train
Russian_Blue_185,27,0,trainval,train
Russian_Blue_186,27,0,trainval,train
Russian_Blue_187,27,0,trainval,train
Russian_Blue_188,27,0,trainval,train
Russian_Blue_19,27,0,trainval,train
Russian_Blue_191,27,0,trainval,train
Russian_Blue_192,27,0,trainval,train
Russian_Blue_193,27,0,trainval,train
Russian_Blue_194,27,0,trainval,train
Russian_Blue_195,27,0,trainval,train
Russian_Blue_197,27,0,trainval,train
Russian_Blue_198,27,0,trainval,train
Russian_Blue_200,27,0,trainval,train
Siamese_101,32,0,trainval,train
Siamese_103,32,0,trainval,train
Siamese_104,32,0,trainval,train
Siamese_106,32,0,trainval,train
Siamese_108,32,0,trainval,train
Siamese_110,32,0,trainval,train
Siamese_111,32,0,trainval,train
Siamese_112,32,0,trainval,train
Siamese_113,32,0,trainval,train
Siamese_114,32,0,trainval,train
Siamese_115,32,0,trainval,train
Siamese_116,32,0,trainval,train
Siamese_117,32,0,trainval,train
Siamese_119,32,0,trainval,train
Siamese_122,32,0,trainval,train
Siamese_125,32,0,trainval,train
Siamese_126,32,0,trainval,train
Siamese_127,32,0,trainval,train
Siamese_129,32,0,trainval,train
Siamese_130,32,0,trainval,train
Siamese_131,32,0,trainval,train
Siamese_133,32,0,trainval,train
Siamese_135,32,0,trainval,train
Siamese_136,32,0,trainval,train
Siamese_137,32,0,trainval,train
Siamese_138,32,0,trainval,train
Siamese_139,32,0,trainval,train
Siamese_14,32,0,trainval,train
Siamese_142,32,0,trainval,train
Siamese_143,32,0,trainval,train
Siamese_145,32,0,trainval,train
Siamese_147,32,0,trainval,train
Siamese_148,32,0,trainval,train
Siamese_149,32,0,trainval,train
Siamese_150,32,0,trainval,train
Siamese_151,32,0,trainval,train
Siamese_153,32,0,trainval,train
Siamese_154,32,0,trainval,train
Siamese_155,32,0,trainval,train
Siamese_156,32,0,trainval,train
Siamese_157,32,0,trainval,train
Siamese_158,32,0,trainval,train
Siamese_159,32,0,trainval,train
Siamese_160,32,0,trainval,train
Siamese_161,32,0,trainval,train
Siamese_162,32,0,trainval,train
Siamese_163,32,0,trainval,train
Siamese_164,32,0,trainval,train
Siamese_167,32,0,trainval,train
Siamese_168,32,0,trainval,train
Siamese_169,32,0,trainval,train
Siamese_17,32,0,trainval,train
Siamese_170,32,0,trainval,train
Siamese_171,32,0,trainval,train
Siamese_173,32,0,trainval,train
Siamese_178,32,0,trainval,train
Siamese_179,32,0,trainval,train
Siamese_18,32,0,trainval,train
Siamese_180,32,0,trainval,train
Siamese_182,32,0,trainval,train
Siamese_183,32,0,trainval,train
Siamese_184,32,0,trainval,train
Siamese_185,32,0,trainval,train
Siamese_186,32,0,trainval,train
Siamese_188,32,0,trainval,train
Siamese_189,32,0,trainval,train
Siamese_191,32,0,trainval,train
Siamese_194,32,0,trainval,train
Siamese_195,32,0,trainval,train
Siamese_196,32,0,trainval,train
Siamese_198,32,0,trainval,train
Siamese_199,32,0,trainval,train
Siamese_200,32,0,trainval,train
Siamese_201,32,0,trainval,train
Siamese_202,32,0,trainval,train
Siamese_204,32,0,trainval,train
Siamese_205,32,0,trainval,train
Siamese_206,32,0,trainval,train
Siamese_208,32,0,trainval,train
Sphynx_1,33,0,trainval,train
Sphynx_102,33,0,trainval,train
Sphynx_103,33,0,trainval,train
Sphynx_105,33,0,trainval,train
Sphynx_107,33,0,trainval,train
Sphynx_108,33,0,trainval,train
Sphynx_11,33,0,trainval,train
Sphynx_110,33,0,trainval,train
Sphynx_112,33,0,trainval,train
Sphynx_114,33,0,trainval,train
Sphynx_115,33,0,trainval,train
Sphynx_116,33,0,trainval,train
Sphynx_119,33,0,trainval,train
Sphynx_121,33,0,trainval,train
Sphynx_122,33,0,trainval,train
Sphynx_124,33,0,trainval,train
Sphynx_125,33,0,trainval,train
Sphynx_127,33,0,trainval,train
Sphynx_128,33,0,trainval,train
Sphynx_129,33,0,trainval,train
Sphynx_130,33,0,trainval,train
Sphynx_131,33,0,trainval,train
Sphynx_133,33,0,trainval,train
Sphynx_134,33,0,trainval,train
Sphynx_136,33,0,trainval,train
Sphynx_137,33,0,trainval,train
Sphynx_138,33,0,trainval,train
Sphynx_139,33,0,trainval,train
Sphynx_14,33,0,trainval,train
Sphynx_141,33,0,trainval,train
Sphynx_142,33,0,trainval,train
Sphynx_143,33,0,trainval,train
Sphynx_144,33,0,trainval,train
Sphynx_145,33,0,trainval,train
Sphynx_146,33,0,trainval,train
Sphynx_148,33,0,trainval,train
Sphynx_150,33,0,trainval,train
Sphynx_151,33,0,trainval,train
Sphynx_152,33,0,trainval,train
Sphynx_157,33,0,trainval,train
Sphynx_158,33,0,trainval,train
Sphynx_159,33,0,trainval,train
Sphynx_160,33,0,trainval,train
Sphynx_162,33,0,trainval,train
Sphynx_165,33,0,trainval,train
Sphynx_166,33,0,trainval,train
Sphynx_168,33,0,trainval,train
Sphynx_169,33,0,trainval,train
Sphynx_17,33,0,trainval,train
Sphynx_170,33,0,trainval,train
Sphynx_172,33,0,trainval,train
Sphynx_174,33,0,trainval,train
Sphynx_175,33,0,trainval,train
Sphynx_176,33,0,trainval,train
Sphynx_177,33,0,trainval,train
Sphynx_179,33,0,trainval,train
Sphynx_18,33,0,trainval,train
Sphynx_180,33,0,trainval,train
Sphynx_181,33,0,trainval,train
Sphynx_182,33,0,trainval,train
Sphynx_184,33,0,trainval,train
Sphynx_186,33,0,trainval,train
Sphynx_187,33,0,trainval,train
Sphynx_188,33,0,trainval,train
Sphynx_19,33,0,trainval,train
Sphynx_190,33,0,trainval,train
Sphynx_191,33,0,trainval,train
Sphynx_193,33,0,trainval,train
Sphynx_194,33,0,trainval,train
Sphynx_195,33,0,trainval,train
Sphynx_196,33,0,trainval,train
Sphynx_197,33,0,trainval,train
Sphynx_198,33,0,trainval,train
Sphynx_199,33,0,trainval,train
Sphynx_200,33,0,trainval,train
Sphynx_201,33,0,trainval,train
Sphynx_202,33,0,trainval,train
Sphynx_203,33,0,trainval,train
Sphynx_204,33,0,trainval,train
Sphynx_205,33,0,trainval,train
american_bulldog_10,1,1,trainval,train
american_bulldog_100,1,1,trainval,train
american_bulldog_101,1,1,trainval,train
american_bulldog_102,1,1,trainval,train
american_bulldog_103,1,1,trainval,train
american_bulldog_104,1,1,trainval,train
american_bulldog_106,1,1,trainval,train
american_bulldog_107,1,1,trainval,train
american_bulldog_108,1,1,trainval,train
american_bulldog_11,1,1,trainval,train
american_bulldog_110,1,1,trainval,train
american_bulldog_111,1,1,trainval,train
american_bulldog_112,1,1,trainval,train
american_bulldog_113,1,1,trainval,train
american_bulldog_114,1,1,trainval,train
american_bulldog_115,1,1,trainval,train
american_bulldog_117,1,1,trainval,train
american_bulldog_118,1,1,trainval,train
american_bulldog_119,1,1,trainval,train
american_bulldog_12,1,1,trainval,train
american_bulldog_120,1,1,trainval,train
american_bulldog_121,1,1,trainval,train
american_bulldog_123,1,1,trainval,train
american_bulldog_124,1,1,trainval,train
american_bulldog_126,1,1,trainval,train
american_bulldog_127,1,1,trainval,train
american_bulldog_129,1,1,trainval,train
american_bulldog_13,1,1,trainval,train
american_bulldog_130,1,1,trainval,train
american_bulldog_131,1,1,trainval,train
american_bulldog_132,1,1,trainval,train
american_bulldog_133,1,1,trainval,train
american_bulldog_134,1,1,trainval,train
american_bulldog_135,1,1,trainval,train
american_bulldog_136,1,1,trainval,train
american_bulldog_138,1,1,trainval,train
american_bulldog_14,1,1,trainval,train
american_bulldog_141,1,1,trainval,train
american_bulldog_142,1,1,trainval,train
american_bulldog_144,1,1,trainval,train
american_bulldog_146,1,1,trainval,train
american_bulldog_147,1,1,trainval,train
american_bulldog_148,1,1,trainval,train
american_bulldog_15,1,1,trainval,train
american_bulldog_150,1,1,trainval,train
american_bulldog_151,1,1,trainval,train
american_bulldog_152,1,1,trainval,train
american_bulldog_153,1,1,trainval,train
american_bulldog_158,1,1,trainval,train
american_bulldog_161,1,1,trainval,train
american_bulldog_164,1,1,trainval,train
american_bulldog_166,1,1,trainval,train
american_bulldog_167,1,1,trainval,train
american_bulldog_168,1,1,trainval,train
american_bulldog_171,1,1,trainval,train
american_bulldog_172,1,1,trainval,train
american_bulldog_173,1,1,trainval,train
american_bulldog_175,1,1,trainval,train
american_bulldog_176,1,1,trainval,train
american_bulldog_178,1,1,trainval,train
american_bulldog_179,1,1,trainval,train
american_bulldog_18,1,1,trainval,train
american_bulldog_180,1,1,trainval,train
american_bulldog_182,1,1,trainval,train
american_bulldog_183,1,1,trainval,train
american_bulldog_185,1,1,trainval,train
american_bulldog_186,1,1,trainval,train
american_bulldog_188,1,1,trainval,train
american_bulldog_189,1,1,trainval,train
american_bulldog_19,1,1,trainval,train
american_bulldog_190,1,1,trainval,train
american_bulldog_192,1,1,trainval,train
american_bulldog_193,1,1,trainval,train
american_bulldog_194,1,1,trainval,train
american_bulldog_196,1,1,trainval,train
american_bulldog_197,1,1,trainval,train
american_bulldog_199,1,1,trainval,train
american_bulldog_200,1,1,trainval,train
american_bulldog_201,1,1,trainval,train
american_bulldog_202,1,1,trainval,train
american_pit_bull_terrier_100,2,1,trainval,train
american_pit_bull_terrier_101,2,1,trainval,train
american_pit_bull_terrier_102,2,1,trainval,train
american_pit_bull_terrier_103,2,1,trainval,train
american_pit_bull_terrier_104,2,1,trainval,train
american_pit_bull_terrier_105,2,1,trainval,train
american_pit_bull_terrier_106,2,1,trainval,train
american_pit_bull_terrier_107,2,1,trainval,train
american_pit_bull_terrier_108,2,1,trainval,train
american_pit_bull_terrier_109,2,1,trainval,train
american_pit_bull_terrier_11,2,1,trainval,train
american_pit_bull_terrier_111,2,1,trainval,train
american_pit_bull_terrier_112,2,1,trainval,train
american_pit_bull_terrier_113,2,1,trainval,train
american_pit_bull_terrier_115,2,1,trainval,train
american_pit_bull_terrier_116,2,1,trainval,train
american_pit_bull_terrier_117,2,1,trainval,train
american_pit_bull_terrier_118,2,1,trainval,train
american_pit_bull_terrier_119,2,1,trainval,train
american_pit_bull_terrier_120,2,1,trainval,train
american_pit_bull_terrier_121,2,1,trainval,train
american_pit_bull_terrier_122,2,1,trainval,train
american_pit_bull_terrier_123,2,1,trainval,train
american_pit_bull_terrier_124,2,1,trainval,train
american_pit_bull_terrier_125,2,1,trainval,train
american_pit_bull_terrier_126,2,1,trainval,train
american_pit_bull_terrier_128,2,1,trainval,train
american_pit_bull_terrier_129,2,1,trainval,train
american_pit_bull_terrier_130,2,1,trainval,train
american_pit_bull_terrier_131,2,1,trainval,train
american_pit_bull_terrier_132,2,1,trainval,train
american_pit_bull_terrier_133,2,1,trainval,train
american_pit_bull_terrier_134,2,1,trainval,train
american_pit_bull_terrier_135,2,1,trainval,train
american_pit_bull_terrier_137,2,1,trainval,train
american_pit_bull_terrier_138,2,1,trainval,train
american_pit_bull_terrier_14,2,1,trainval,train
american_pit_bull_terrier_141,2,1,trainval,train
american_pit_bull_terrier_142,2,1,trainval,train
american_pit_bull_terrier_143,2,1,trainval,train
american_pit_bull_terrier_144,2,1,trainval,train
american_pit_bull_terrier_145,2,1,trainval,train
american_pit_bull_terrier_146,2,1,trainval,train
american_pit_bull_terrier_147,2,1,trainval,train
american_pit_bull_terrier_148,2,1,trainval,train
american_pit_bull_terrier_149,2,1,trainval,train
american_pit_bull_terrier_15,2,1,trainval,train
american_pit_bull_terrier_151,2,1,trainval,train
american_pit_bull_terrier_153,2,1,trainval,train
american_pit_bull_terrier_154,2,1,trainval,train
american_pit_bull_terrier_155,2,1,trainval,train
american_pit_bull_terrier_156,2,1,trainval,train
american_pit_bull_terrier_157,2,1,trainval,train
american_pit_bull_terrier_158,2,1,trainval,train
american_pit_bull_terrier_159,2,1,trainval,train
american_pit_bull_terrier_16,2,1,trainval,train
american_pit_bull_terrier_161,2,1,trainval,train
american_pit_bull_terrier_162,2,1,trainval,train
american_pit_bull_terrier_164,2,1,trainval,train
american_pit_bull_terrier_165,2,1,trainval,train
american_pit_bull_terrier_166,2,1,trainval,train
american_pit_bull_terrier_167,2,1,trainval,train
american_pit_bull_terrier_168,2,1,trainval,train
american_pit_bull_terrier_169,2,1,trainval,train
american_pit_bull_terrier_17,2,1,trainval,train
american_pit_bull_terrier_170,2,1,trainval,train
american_pit_bull_terrier_172,2,1,trainval,train
american_pit_bull_terrier_174,2,1,trainval,train
american_pit_bull_terrier_175,2,1,trainval,train
american_pit_bull_terrier_177,2,1,trainval,train
american_pit_bull_terrier_18,2,1,trainval,train
american_pit_bull_terrier_180,2,1,trainval,train
american_pit_bull_terrier_182,2,1,trainval,train
american_pit_bull_terrier_183,2,1,trainval,train
american_pit_bull_terrier_185,2,1,trainval,train
american_pit_bull_terrier_186,2,1,trainval,train
american_pit_bull_terrier_187,2,1,trainval,train
american_pit_bull_terrier_188,2,1,trainval,train
american_pit_bull_terrier_189,2,1,trainval,train
american_pit_bull_terrier_190,2,1,trainval,train
basset_hound_10,3,1,trainval,train
basset_hound_100,3,1,trainval,train
basset_hound_101,3,1,trainval,train
basset_hound_102,3,1,trainval,train
basset_hound_103,3,1,trainval,train
basset_hound_104,3,1,trainval,train
basset_hound_106,3,1,trainval,train
basset_hound_107,3,1,trainval,train
basset_hound_108,3,1,trainval,train
basset_hound_109,3,1,trainval,train
basset_hound_11,3,1,trainval,train
basset_hound_110,3,1,trainval,train
basset_hound_111,3,1,trainval,train
basset_hound_113,3,1,trainval,train
basset_hound_114,3,1,trainval,train
basset_hound_115,3,1,trainval,train
basset_hound_116,3,1,trainval,train
basset_hound_117,3,1,trainval,train
basset_hound_118,3,1,trainval,train
basset_hound_119,3,1,trainval,train
basset_hound_12,3,1,trainval,train
basset_hound_122,3,1,trainval,train
basset_hound_123,3,1,trainval,train
basset_hound_124,3,1,trainval,train
basset_hound_126,3,1,trainval,train
basset_hound_128,3,1,trainval,train
basset_hound_129,3,1,trainval,train
basset_hound_130,3,1,trainval,train
basset_hound_131,3,1,trainval,train
basset_hound_132,3,1,trainval,train
basset_hound_133,3,1,trainval,train
basset_hound_134,3,1,trainval,train
basset_hound_135,3,1,trainval,train
basset_hound_136,3,1,trainval,train
basset_hound_137,3,1,trainval,train
basset_hound_138,3,1,trainval,train
basset_hound_139,3,1,trainval,train
basset_hound_14,3,1,trainval,train
basset_hound_140,3,1,trainval,train
basset_hound_141,3,1,trainval,train
basset_hound_142,3,1,trainval,train
basset_hound_144,3,1,trainval,train
basset_hound_145,3,1,trainval,train
basset_hound_146,3,1,trainval,train
basset_hound_148,3,1,trainval,train
basset_hound_150,3,1,trainval,train
basset_hound_151,3,1,trainval,train
basset_hound_152,3,1,trainval,train
basset_hound_153,3,1,trainval,train
basset_hound_154,3,1,trainval,train
basset_hound_155,3,1,trainval,train
basset_hound_156,3,1,trainval,train
basset_hound_157,3,1,trainval,train
basset_hound_158,3,1,trainval,train
basset_hound_159,3,1,trainval,train
basset_hound_16,3,1,trainval,train
basset_hound_160,3,1,trainval,train
basset_hound_161,3,1,trainval,train
basset_hound_163,3,1,trainval,train
basset_hound_164,3,1,trainval,train
basset_hound_166,3,1,trainval,train
basset_hound_168,3,1,trainval,train
basset_hound_17,3,1,trainval,train
basset_hound_170,3,1,trainval,train
basset_hound_171,3,1,trainval,train
basset_hound_172,3,1,trainval,train
basset_hound_173,3,1,trainval,train
basset_hound_174,3,1,trainval,train
basset_hound_175,3,1,trainval,train
basset_hound_176,3,1,trainval,train
basset_hound_177,3,1,trainval,train
basset_hound_178,3,1,trainval,train
basset_hound_179,3,1,trainval,train
basset_hound_18,3,1,trainval,train
basset_hound_180,3,1,trainval,train
basset_hound_184,3,1,trainval,train
basset_hound_185,3,1,trainval,train
basset_hound_186,3,1,trainval,train
basset_hound_189,3,1,trainval,train
basset_hound_190,3,1,trainval,train
beagle_100,4,1,trainval,train
beagle_101,4,1,trainval,train
beagle_102,4,1,trainval,train
beagle_103,4,1,trainval,train
beagle_104,4,1,trainval,train
beagle_105,4,1,trainval,train
beagle_107,4,1,trainval,train
beagle_108,4,1,trainval,train
beagle_109,4,1,trainval,train
beagle_111,4,1,trainval,train
beagle_112,4,1,trainval,train
beagle_113,4,1,trainval,train
beagle_114,4,1,trainval,train
beagle_115,4,1,trainval,train
beagle_116,4,1,trainval,train
beagle_117,4,1,trainval,train
beagle_120,4,1,trainval,train
beagle_121,4,1,trainval,train
beagle_122,4,1,trainval,train
beagle_124,4,1,trainval,train
beagle_126,4,1,trainval,train
beagle_127,4,1,trainval,train
beagle_128,4,1,trainval,train
beagle_129,4,1,trainval,train
beagle_130,4,1,trainval,train
beagle_131,4,1,trainval,train
beagle_133,4,1,trainval,train
beagle_134,4,1,trainval,train
beagle_135,4,1,trainval,train
beagle_136,4,1,trainval,train
beagle_137,4,1,trainval,train
beagle_139,4,1,trainval,train
beagle_14,4,1,trainval,train
beagle_140,4,1,trainval,train
beagle_141,4,1,trainval,train
beagle_142,4,1,trainval,train
beagle_143,4,1,trainval,train
beagle_144,4,1,trainval,train
beagle_145,4,1,trainval,train
beagle_146,4,1,trainval,train
beagle_147,4,1,trainval,train
beagle_149,4,1,trainval,train
beagle_15,4,1,trainval,train
beagle_150,4,1,trainval,train
beagle_151,4,1,trainval,train
beagle_152,4,1,trainval,train
beagle_154,4,1,trainval,train
beagle_155,4,1,trainval,train
beagle_157,4,1,trainval,train
beagle_158,4,1,trainval,train
beagle_16,4,1,trainval,train
beagle_160,4,1,trainval,train
beagle_161,4,1,trainval,train
beagle_164,4,1,trainval,train
beagle_165,4,1,trainval,train
beagle_166,4,1,trainval,train
beagle_168,4,1,trainval,train
beagle_169,4,1,trainval,train
beagle_17,4,1,trainval,train
beagle_171,4,1,trainval,train
beagle_172,4,1,trainval,train
beagle_173,4,1,trainval,train
beagle_175,4,1,trainval,train
beagle_176,4,1,trainval,train
beagle_178,4,1,trainval,train
beagle_179,4,1,trainval,train
beagle_18,4,1,trainval,train
beagle_180,4,1,trainval,train
beagle_181,4,1,trainval,train
beagle_182,4,1,trainval,train
beagle_184,4,1,trainval,train
beagle_185,4,1,trainval,train
beagle_186,4,1,trainval,train
beagle_187,4,1,trainval,train
beagle_188,4,1,trainval,train
beagle_189,4,1,trainval,train
beagle_190,4,1,trainval,train
beagle_191,4,1,trainval,train
beagle_193,4,1,trainval,train
beagle_194,4,1,trainval,train
boxer_10,8,1,trainval,train
boxer_100,8,1,trainval,train
boxer_103,8,1,trainval,train
boxer_104,8,1,trainval,train
boxer_105,8,1,trainval,train
boxer_106,8,1,trainval,train
boxer_107,8,1,trainval,train
boxer_108,8,1,trainval,train
boxer_109,8,1,trainval,train
boxer_11,8,1,trainval,train
boxer_110,8,1,trainval,train
boxer_112,8,1,trainval,train
boxer_113,8,1,trainval,train
boxer_114,8,1,trainval,train
boxer_115,8,1,trainval,train
boxer_117,8,1,trainval,train
boxer_118,8,1,trainval,train
boxer_119,8,1,trainval,train
boxer_12,8,1,trainval,train
boxer_121,8,1,trainval,train
boxer_124,8,1,trainval,train
boxer_125,8,1,trainval,train
boxer_126,8,1,trainval,train
boxer_127,8,1,trainval,train
boxer_128,8,1,trainval,train
boxer_129,8,1,trainval,train
boxer_13,8,1,trainval,train
boxer_130,8,1,trainval,train
boxer_131,8,1,trainval,train
boxer_132,8,1,trainval,train
boxer_134,8,1,trainval,train
boxer_135,8,1,trainval,train
boxer_136,8,1,trainval,train
boxer_138,8,1,trainval,train
boxer_14,8,1,trainval,train
boxer_140,8,1,trainval,train
boxer_141,8,1,trainval,train
boxer_142,8,1,trainval,train
boxer_143,8,1,trainval,train
boxer_147,8,1,trainval,train
boxer_148,8,1,trainval,train
boxer_149,8,1,trainval,train
boxer_15,8,1,trainval,train
boxer_150,8,1,trainval,train
boxer_151,8,1,trainval,train
boxer_152,8,1,trainval,train
boxer_153,8,1,trainval,train
boxer_154,8,1,trainval,train
boxer_155,8,1,trainval,train
boxer_156,8,1,trainval,train
boxer_157,8,1,trainval,train
boxer_159,8,1,trainval,train
boxer_16,8,1,trainval,train
boxer_160,8,1,trainval,train
boxer_161,8,1,trainval,train
boxer_162,8,1,trainval,train
boxer_164,8,1,trainval,train
boxer_165,8,1,trainval,train
boxer_166,8,1,trainval,train
boxer_167,8,1,trainval,train
boxer_168,8,1,trainval,train
boxer_169,8,1,trainval,train
boxer_17,8,1,trainval,train
boxer_170,8,1,trainval,train
boxer_173,8,1,trainval,train
boxer_174,8,1,trainval,train
boxer_175,8,1,trainval,train
boxer_176,8,1,trainval,train
boxer_177,8,1,trainval,train
boxer_178,8,1,trainval,train
boxer_179,8,1,trainval,train
boxer_18,8,1,trainval,train
boxer_181,8,1,trainval,train
boxer_182,8,1,trainval,train
boxer_183,8,1,trainval,train
boxer_185,8,1,trainval,train
boxer_186,8,1,trainval,train
boxer_187,8,1,trainval,train
boxer_188,8,1,trainval,train
boxer_189,8,1,trainval,train
chihuahua_100,10,1,trainval,train
chihuahua_101,10,1,trainval,train
chihuahua_102,10,1,trainval,train
chihuahua_103,10,1,trainval,train
chihuahua_104,10,1,trainval,train
chihuahua_106,10,1,trainval,train
chihuahua_107,10,1,trainval,train
chihuahua_108,10,1,trainval,train
chihuahua_109,10,1,trainval,train
chihuahua_11,10,1,trainval,train
chihuahua_110,10,1,trainval,train
chihuahua_113,10,1,trainval,train
chihuahua_114,10,1,trainval,train
chihuahua_115,10,1,trainval,train
chihuahua_117,10,1,trainval,train
chihuahua_119,10,1,trainval,train
chihuahua_120,10,1,trainval,train
chihuahua_121,10,1,trainval,train
chihuahua_122,10,1,trainval,train
chihuahua_123,10,1,trainval,train
chihuahua_124,10,1,trainval,train
chihuahua_125,10,1,trainval,train
chihuahua_126,10,1,trainval,train
chihuahua_127,10,1,trainval,train
chihuahua_128,10,1,trainval,train
chihuahua_129,10,1,trainval,train
chihuahua_13,10,1,trainval,train
chihuahua_130,10,1,trainval,train
chihuahua_131,10,1,trainval,train
chihuahua_132,10,1,trainval,train
chihuahua_134,10,1,trainval,train
chihuahua_137,10,1,trainval,train
chihuahua_138,10,1,trainval,train
chihuahua_14,10,1,trainval,train
chihuahua_140,10,1,trainval,train
chihuahua_141,10,1,trainval,train
chihuahua_142,10,1,trainval,train
chihuahua_143,10,1,trainval,train
chihuahua_145,10,1,trainval,train
chihuahua_146,10,1,trainval,train
chihuahua_147,10,1,trainval,train
chihuahua_148,10,1,trainval,train
chihuahua_149,10,1,trainval,train
chihuahua_15,10,1,trainval,train
chihuahua_150,10,1,trainval,train
chihuahua_151,10,1,trainval,train
chihuahua_152,10,1,trainval,train
chihuahua_153,10,1,trainval,train
chihuahua_154,10,1,trainval,train
chihuahua_155,10,1,trainval,train
chihuahua_156,10,1,trainval,train
chihuahua_157,10,1,trainval,train
chihuahua_159,10,1,trainval,train
chihuahua_160,10,1,trainval,train
chihuahua_161,10,1,trainval,train
chihuahua_162,10,1,trainval,train
chihuahua_163,10,1,trainval,train
chihuahua_165,10,1,trainval,train
chihuahua_167,10,1,trainval,train
chihuahua_168,10,1,trainval,train
chihuahua_169,10,1,trainval,train
chihuahua_17,10,1,trainval,train
chihuahua_170,10,1,trainval,train
chihuahua_171,10,1,trainval,train
chihuahua_172,10,1,trainval,train
chihuahua_173,10,1,trainval,train
chihuahua_174,10,1,trainval,train
chihuahua_175,10,1,trainval,train
chihuahua_176,10,1,trainval,train
chihuahua_177,10,1,trainval,train
chihuahua_179,10,1,trainval,train
chihuahua_18,10,1,trainval,train
chihuahua_180,10,1,trainval,train
chihuahua_181,10,1,trainval,train
chihuahua_182,10,1,trainval,train
chihuahua_184,10,1,trainval,train
chihuahua_186,10,1,trainval,train
chihuahua_187,10,1,trainval,train
chihuahua_189,10,1,trainval,train
chihuahua_190,10,1,trainval,train
english_cocker_spaniel_10,12,1,trainval,train
english_cocker_spaniel_100,12,1,trainval,train
english_cocker_spaniel_101,12,1,trainval,train
english_cocker_spaniel_102,12,1,trainval,train
english_cocker_spaniel_104,12,1,trainval,train
english_cocker_spaniel_105,12,1,trainval,train
english_cocker_spaniel_106,12,1,trainval,train
english_cocker_spaniel_108,12,1,trainval,train
english_cocker_spaniel_109,12,1,trainval,train
english_cocker_spaniel_11,12,1,trainval,train
english_cocker_spaniel_110,12,1,trainval,train
english_cocker_spaniel_111,12,1,trainval,train
english_cocker_spaniel_113,12,1,trainval,train
english_cocker_spaniel_114,12,1,trainval,train
english_cocker_spaniel_115,12,1,trainval,train
english_cocker_spaniel_116,12,1,trainval,train
english_cocker_spaniel_117,12,1,trainval,train
english_cocker_spaniel_119,12,1,trainval,train
english_cocker_spaniel_12,12,1,trainval,train
english_cocker_spaniel_120,12,1,trainval,train
english_cocker_spaniel_121,12,1,trainval,train
english_cocker_spaniel_123,12,1,trainval,train
english_cocker_spaniel_124,12,1,trainval,train
english_cocker_spaniel_125,12,1,trainval,train
english_cocker_spaniel_126,12,1,trainval,train
english_cocker_spaniel_127,12,1,trainval,train
english_cocker_spaniel_128,12,1,trainval,train
english_cocker_spaniel_129,12,1,trainval,train
english_cocker_spaniel_130,12,1,trainval,train
english_cocker_spaniel_131,12,1,trainval,train
english_cocker_spaniel_133,12,1,trainval,train
english_cocker_spaniel_134,12,1,trainval,train
english_cocker_spaniel_135,12,1,trainval,train
english_cocker_spaniel_136,12,1,trainval,train
english_cocker_spaniel_139,12,1,trainval,train
english_cocker_spaniel_14,12,1,trainval,train
english_cocker_spaniel_140,12,1,trainval,train
english_cocker_spaniel_141,12,1,trainval,train
english_cocker_spaniel_142,12,1,trainval,train
english_cocker_spaniel_143,12,1,trainval,train
english_cocker_spaniel_144,12,1,trainval,train
english_cocker_spaniel_145,12,1,trainval,train
english_cocker_spaniel_146,12,1,trainval,train
english_cocker_spaniel_147,12,1,trainval,train
english_cocker_spaniel_148,12,1,trainval,train
english_cocker_spaniel_149,12,1,trainval,train
english_cocker_spaniel_15,12,1,trainval,train
english_cocker_spaniel_150,12,1,trainval,train
english_cocker_spaniel_151,12,1,trainval,train
english_cocker_spaniel_152,12,1,trainval,train
english_cocker_spaniel_153,12,1,trainval,train
english_cocker_spaniel_154,12,1,trainval,train
english_cocker_spaniel_156,12,1,trainval,train
english_cocker_spaniel_157,12,1,trainval,train
english_cocker_spaniel_158,12,1,trainval,train
english_cocker_spaniel_16,12,1,trainval,train
english_cocker_spaniel_160,12,1,trainval,train
english_cocker_spaniel_161,12,1,trainval,train
english_cocker_spaniel_165,12,1,trainval,train
english_cocker_spaniel_167,12,1,trainval,train
english_cocker_spaniel_168,12,1,trainval,train
english_cocker_spaniel_173,12,1,trainval,train
english_cocker_spaniel_174,12,1,trainval,train
english_cocker_spaniel_175,12,1,trainval,train
english_cocker_spaniel_176,12,1,trainval,train
english_cocker_spaniel_177,12,1,trainval,train
english_cocker_spaniel_178,12,1,trainval,train
english_cocker_spaniel_18,12,1,trainval,train
